Id Financeiro;Status cliente;Id cliente (CNPJ);Razão Social;Nome Fantasia (Omie);MRR Atual;Data Cohort;Data Movimento;MRR;Movimento MRR;Tipo Movimento;Status contrato;Id contrato (Omie);Documento;Vigência inicial contrato;Vigência final contrato;Meses vigência;Valor contrato;Tipo Renovação;Índice Renovação;Vendedor;Valor original do MRR;Obs. Contrato;Condição pagamento
65882TEAM03;Ativo;65882680000160;TEREOS AMIDO E ADOCANTES BRASIL S.A.;TEREOS AMIDO;Não;02/01/2020;02/01/2022;R$ 1.112,68;R$ 168,85;Expansion;Vencido;TEAM03;nd;02/01/2022;01/01/2023;12;R$ 13.352,16;Automática;IGPM;Carlos;;;Mensal
65882TEAM04;Ativo;65882680000160;TEREOS AMIDO E ADOCANTES BRASIL S.A.;TEREOS AMIDO;Não;02/01/2020;02/01/2023;R$ 1.173,41;R$ 60,73;Expansion;Vencido;TEAM04;nd;02/01/2023;01/01/2024;12;R$ 14.080,92;Automática;IGPM;Carlos;;;Mensal
65882TEAM05;Ativo;65882680000160;TEREOS AMIDO E ADOCANTES BRASIL S.A.;TEREOS AMIDO;Não;02/01/2020;02/01/2024;R$ 1.173,41;R$ 0,00;Expansion;Vencido;TEAM05;nd;02/01/2024;01/01/2025;12;R$ 14.080,92;Automática;IGPM;Carlos;;;Mensal
65882TEAM06;Ativo;65882680000160;TEREOS AMIDO E ADOCANTES BRASIL S.A.;TEREOS AMIDO;Não;02/01/2020;02/01/2025;R$ 1.249,35;R$ 75,94;Expansion;Vencido;TEAM06;nd;02/01/2025;01/01/2026;12;R$ 14.992,20;Automática;IGPM;Carlos;;;Mensal
65882TEAM07;Ativo;65882680000160;TEREOS AMIDO E ADOCANTES BRASIL S.A.;TEREOS AMIDO;Sim;02/01/2020;02/01/2026;R$ 1.307,83;R$ 58,48;Expansion;Vigente;TEAM07;nd;02/01/2026;01/01/2027;12;R$ 15.693,96;Automática;IGPM;Carlos;;;Mensal
88625TIGR00;Ativo;8862530000150;TIGRE MATERIAIS E SOLUCOES PARA CONSTRUCAO LTDA.;TIGRE;Não;01/12/2020;-;-;-;Implantação;Vencido;TIGR00;Contrato;01/12/2020;01/12/2020;0;R$ 8.000,00;-;-;Felipe;-;;Única
88625TIGR01;Ativo;8862530000150;TIGRE MATERIAIS E SOLUCOES PARA CONSTRUCAO LTDA.;TIGRE;Não;01/12/2020;01/12/2020;R$ 12.223,13;R$ 12.223,13;New Business;Vencido;TIGR01;Contrato;01/12/2020;30/11/2021;12;R$ 146.677,56;Termo Aditivo;IGPM;Felipe;;;Mensal
88625TIGR02;Ativo;8862530000150;TIGRE MATERIAIS E SOLUCOES PARA CONSTRUCAO LTDA.;TIGRE;Não;01/12/2020;01/12/2021;R$ 14.409,85;R$ 2.186,72;Expansion;Vencido;TIGR02;Aditivo;01/12/2021;30/11/2022;12;R$ 172.918,20;Termo Aditivo;IGPM;Felipe;;;Mensal
88625TIGR03;Ativo;8862530000150;TIGRE MATERIAIS E SOLUCOES PARA CONSTRUCAO LTDA.;TIGRE;Não;01/12/2020;01/12/2022;R$ 14.707,92;R$ 298,07;Expansion;Vencido;TIGR03;Aditivo;01/12/2022;31/12/2023;13;R$ 176.495,04;Termo Aditivo;IGPM;Felipe;R$ 15.482,00;;À vista
88625TIGR04;Ativo;8862530000150;TIGRE MATERIAIS E SOLUCOES PARA CONSTRUCAO LTDA.;TIGRE;Não;01/12/2020;01/01/2024;R$ 14.707,92;R$ 0,00;Expansion;Vencido;TIGR04;Aditivo;01/01/2024;31/12/2024;12;R$ 176.495,04;Termo Aditivo;IGPM;Felipe;;;À vista
88625TIGR05;Ativo;8862530000150;TIGRE MATERIAIS E SOLUCOES PARA CONSTRUCAO LTDA.;TIGRE;Não;01/12/2020;01/01/2025;R$ 14.707,92;R$ 0,00;Expansion;Vencido;TIGR05;Aditivo;01/01/2025;31/12/2025;12;R$ 176.495,04;Termo Aditivo;IGPM;Felipe;;;À vista
88625TIGR06;Ativo;8862530000150;TIGRE MATERIAIS E SOLUCOES PARA CONSTRUCAO LTDA.;TIGRE;Sim;01/12/2020;01/01/2026;R$ 14.842,70;R$ 134,78;Expansion;Vigente;TIGR06;Aditivo;01/01/2026;31/12/2028;36;R$ 534.337,20;Termo Aditivo;IGPM;Felipe;;Faturamento anual;Anual
42179TUPP01;Inativo;42179671000101;DART DO BRASIL INDÚSTRIA E COMÉRCIO LTDA (TUPPERWARE);TUPPERWARE;Não;27/04/2023;27/04/2023;R$ 3.600,00;R$ 3.600,00;New Business;Vencido;TUPP01;Contrato;27/04/2023;26/04/2024;12;R$ 43.200,00;Aditivo;IPCA;Sabrina;;;Mensal
42179TUPP02;Inativo;42179671000101;DART DO BRASIL INDÚSTRIA E COMÉRCIO LTDA (TUPPERWARE);TUPPERWARE;Não;27/04/2023;27/04/2024;R$ 3.600,00;R$ 0,00;Expansion;Vencido;TUPP02;Aditivo;27/04/2024;16/05/2024;1;R$ 3.600,00;-;-;Sabrina;;;Mensal
61095PROMXX;Inativo;61095923000169;PROMON ENGENHARIA LTDA;PROMON;Não;01/07/2024;01/10/2025;R$ 0,00;-R$ 1.920,00;Churn;Vencido;PROMXX;-;-;-;-;-;-;-;Carlos;-;-;-
18540UEMM01;Inativo;18540906000830;U&M MINERAÇÃO E CONSTRUÇÃO S/A;U&M MINERAÇÃO;Não;31/01/2022;31/01/2022;R$ 7.000,00;R$ 7.000,00;New Business;Vencido;UEMM01;Contrato;31/01/2022;28/02/2023;13;R$ 91.000,00;Termo Aditivo;IPCA;Carlos;;;Mensal
18540UEMM02;Inativo;18540906000830;U&M MINERAÇÃO E CONSTRUÇÃO S/A;U&M MINERAÇÃO;Não;31/01/2022;01/03/2023;R$ 7.404,20;R$ 404,20;Expansion;Vencido;UEMM02;nd;01/03/2023;06/07/2023;4;R$ 31.049,87;Termo Aditivo;IPCA;Carlos;;;Mensal
48210METAXX;Inativo;4821041000108;METALFRIO SOLUTIONS S.A.;METALFRIO;Não;01/01/2024;20/10/2025;R$ 0,00;-R$ 5.830,00;Churn;Vencido;METAXX;;-;-;-;-;-;-;Carlos;-;-;-
27352UHES00;Inativo;27352303000120;UHE SAO SIMAO ENERGIA S.A.;UHE SAO SIMAO;Não;14/07/2021;-;-;-;Implantação;Vencido;UHES00;Contrato;14/07/2021;14/07/2021;0;R$ 6.293,75;-;-;Carlos;-;;Única
27352UHES01;Inativo;27352303000120;UHE SAO SIMAO ENERGIA S.A.;UHE SAO SIMAO;Não;14/07/2021;14/07/2021;R$ 7.761,50;R$ 7.761,50;New Business;Vencido;UHES01;Contrato;14/07/2021;13/07/2022;12;R$ 93.138,00;Termo Aditivo;IPCA;Carlos;;;Mensal
27352UHES02;Inativo;27352303000120;UHE SAO SIMAO ENERGIA S.A.;UHE SAO SIMAO;Não;14/07/2021;14/07/2022;R$ 8.684,90;R$ 923,40;Expansion;Vencido;UHES02;Aditivo;14/07/2022;13/07/2023;12;R$ 104.218,80;Termo Aditivo;IPCA;Carlos;;;Mensal
67620MNRVXX;Inativo;67620377000114;MINERVA S.A.;MINERVA FOODS;Não;01/01/2022;12/11/2025;R$ 0,00;-R$ 13.828,00;Churn;Vencido;MNRVXX;??;-;-;-;-;-;-;Carlos;-;-;-
36698UNIC01;Inativo;366982000130;CENTRAL REGIONAL DE COOPERATIVAS MEDICAS UNIMED CERRADO;UNIMED CERRADO;Não;01/03/2024;01/03/2024;R$ 4.000,00;R$ 4.000,00;New Business;Vencido;UNIC01;Contrato;01/03/2024;13/12/2024;10;R$ 40.000,00;Automática;IPCA;Carlos;R$ 4.800,00;;Mensal
64711GREEXX;Inativo;64711062000194;GREENPEACE BRASIL;GREENPEACE;Não;10/12/2020;14/12/2025;R$ 0,00;-R$ 1.799,34;Churn;Vencido;GREEXX;Distrato;-;-;-;-;-;-;Carlos;-;nove ciclos mensais regulares (R$ 1.799,34 cada), seguidos por um cancelamento antecipado em 13 de dezembro de 2025, que gerou um faturamento final proporcional de 4 dias (R$ 239,91);-
75055UNCU01;Ativo;75055772000120;"UNIMED CURITIBA – SOCIEDADE
COOPERATIVA DE MÉDICOS";UNIMED CURITIBA;Sim;20/06/2025;20/06/2025;R$ 4.652,31;R$ 4.652,31;New Business;Vigente;UNCU01;Contrato;20/06/2025;19/07/2026;13;R$ 60.480,00;Termo Aditivo;;Wellignton;R$ 5.169,23;"Desconto 10%
(valor anual integral R$67.200,00);Vigência: Contrato de 12 meses com pagamento efetivo + 1 mês sem cobrança. Totalizando em
13 meses;";À vista
22618UNIN01;Ativo;2261854000157;UNINTER EDUCACIONAL S/A;UNINTER;Não;19/12/2022;19/12/2022;R$ 6.800,00;R$ 6.800,00;New Business;Vencido;UNIN01;Contrato;19/12/2022;18/12/2024;24;;Automática;IPCA;Carlos;;;À vista
22618UNIN02;Ativo;2261854000157;UNINTER EDUCACIONAL S/A;UNINTER;Não;01/12/2022;19/12/2024;R$ 9.166,67;R$ 2.366,67;Expansion;Vencido;UNIN02;Aditivo;19/12/2024;18/12/2025;12;;Automática;IPCA;Carlos;;;À vista
22618UNIN03;Ativo;2261854000157;UNINTER EDUCACIONAL S/A;UNINTER;Sim;01/12/2022;19/12/2025;R$ 9.840,00;R$ 673,33;Expansion;Vigente;UNIN03;Aditivo;19/12/2025;18/12/2026;12;R$ 118.079,95;Automática;IPCA;Carlos;10.468,08;;À vista
23373VAMO01;Ativo;23373000000132;VAMOS LOCAÇOES DE CAMINHOES, MAQUINAS E EQUIPAMENTOS SA;VAMOS LOCAÇOES;Não;17/04/2022;17/04/2022;R$ 4.000,00;R$ 4.000,00;New Business;Vencido;VAMO01;Contrato;17/04/2022;16/04/2023;12;R$ 48.000,00;Automática;IPCA;Carlos;;;Mensal
23373VAMO02;Ativo;23373000000132;VAMOS LOCAÇOES DE CAMINHOES, MAQUINAS E EQUIPAMENTOS SA;VAMOS LOCAÇOES;Não;17/04/2022;17/04/2023;R$ 4.186,03;R$ 186,03;Expansion;Vencido;VAMO02;nd;17/04/2023;16/04/2024;12;R$ 50.232,36;Automática;IPCA;Carlos;;;Mensal
23373VAMO03;Ativo;23373000000132;VAMOS LOCAÇOES DE CAMINHOES, MAQUINAS E EQUIPAMENTOS SA;VAMOS LOCAÇOES;Não;17/04/2022;17/04/2024;R$ 4.337,51;R$ 151,48;Expansion;Vencido;VAMO03;nd;17/04/2024;16/04/2025;12;R$ 52.050,12;Automática;IPCA;Carlos;;;Mensal
23373VAMO04;Ativo;23373000000132;VAMOS LOCAÇOES DE CAMINHOES, MAQUINAS E EQUIPAMENTOS SA;VAMOS LOCAÇOES;Sim;17/04/2022;17/04/2025;R$ 4.580,46;R$ 242,95;Expansion;Vigente;VAMO04;nd;17/04/2025;16/04/2026;12;R$ 54.965,52;Automática;IPCA;Carlos;;;Mensal
33041VIAV00;Inativo;33041260065290;VIA S.A.;VIA VAREJO;Não;01/10/2019;-;-;-;Implantação;Vencido;VIAV00;Contrato;01/09/2019;01/09/2019;0;R$ 10.000,00;-;-;Carlos;-;;Única
33041VIAV01;Inativo;33041260065290;VIA S.A.;VIA VAREJO;Não;01/09/2019;01/09/2019;R$ 6.000,00;R$ 6.000,00;New Business;Vencido;VIAV01;Contrato;01/09/2019;30/08/2020;12;R$ 72.000,00;Termo Aditivo;IPCA;Carlos;;;Mensal
33041VIAV02;Inativo;33041260065290;VIA S.A.;VIA VAREJO;Não;01/09/2019;01/09/2020;R$ 6.185,65;R$ 185,65;Expansion;Vencido;VIAV02;Aditivo;01/09/2020;31/08/2021;12;R$ 74.227,80;Termo Aditivo;IPCA;Carlos;;;Mensal
33041VIAV03;Inativo;33041260065290;VIA S.A.;VIA VAREJO;Não;01/09/2019;01/09/2021;R$ 6.741,74;R$ 556,09;Expansion;Vencido;VIAV03;Aditivo;01/09/2021;31/08/2022;12;R$ 80.900,88;Termo Aditivo;IPCA;Carlos;;;Mensal
33041VIAV04;Inativo;33041260065290;VIA S.A.;VIA VAREJO;Não;01/09/2019;01/09/2022;R$ 6.977,00;R$ 235,26;Expansion;Vencido;VIAV04;Aditivo;01/09/2022;19/10/2023;14;R$ 97.678,00;Termo Aditivo;IPCA;Carlos;;;Mensal
41847MOBYXX;Inativo;4184712000240;PAYTEC TECNOLOGIA EM PAGAMENTOS LTDA (MOBYAN);MOBYAN;Não;01/07/2023;01/01/2026;R$ 0,00;-R$ 5.540,30;Churn;Vencido;MOBYXX;-;-;-;-;-;-;-;Sabrina;-;-;-
29307VOEQ01;Ativo;29307609000270;VOLVO EQUIPAMENTOS DE CONSTRUCAO LATIN AMERICA LTDA.;VOLVO EQUIPAMENTOS;Não;01/10/2020;01/10/2020;R$ 3.054,33;R$ 3.054,33;New Business;Vencido;VOEQ01;nd;01/10/2020;31/12/2020;3;R$ 9.162,99;Não definido;Não definido;Felipe;;;À vista
29307VOEQ02;Ativo;29307609000270;VOLVO EQUIPAMENTOS DE CONSTRUCAO LATIN AMERICA LTDA.;VOLVO EQUIPAMENTOS;Não;01/10/2020;01/01/2021;R$ 2.621,21;-R$ 433,13;Contraction;Vencido;VOEQ02;nd;01/01/2021;31/12/2021;12;R$ 31.454,52;Não definido;Não definido;Felipe;;;À vista
29307VOEQ03;Ativo;29307609000270;VOLVO EQUIPAMENTOS DE CONSTRUCAO LATIN AMERICA LTDA.;VOLVO EQUIPAMENTOS;Não;01/10/2020;01/01/2022;R$ 3.064,67;R$ 443,46;Expansion;Vencido;VOEQ03;nd;01/01/2022;31/12/2022;12;R$ 36.776,04;Não definido;Não definido;Felipe;;;À vista
29307VOEQ04;Ativo;29307609000270;VOLVO EQUIPAMENTOS DE CONSTRUCAO LATIN AMERICA LTDA.;VOLVO EQUIPAMENTOS;Não;01/10/2020;01/01/2023;R$ 3.064,67;R$ 0,00;Expansion;Vencido;VOEQ04;nd;01/01/2023;31/12/2023;12;R$ 36.776,04;Não definido;Não definido;Felipe;R$ 3.280,03;;À vista
29307VOEQ05;Ativo;29307609000270;VOLVO EQUIPAMENTOS DE CONSTRUCAO LATIN AMERICA LTDA.;VOLVO EQUIPAMENTOS;Não;01/10/2020;01/01/2024;R$ 0,00;-R$ 3.064,67;Contraction;Vencido;VOEQ05;nd;01/01/2024;31/12/2024;12;R$ 0,00;Não definido;Não definido;Felipe;R$ -;;-
43999VOBR01;Ativo;43999424000114;VOLVO DO BRASIL VEICULOS LTDA;VOLVO VEICULOS;Não;01/06/2020;01/06/2020;R$ 620,00;R$ 620,00;New Business;Vencido;VOBR01;nd;01/06/2020;31/08/2020;3;R$ 1.860,00;Não definido;Não definido;Felipe;;;Mensal
43999VOBR02;Ativo;43999424000114;VOLVO DO BRASIL VEICULOS LTDA;VOLVO VEICULOS;Não;01/06/2020;01/09/2020;R$ 1.420,00;R$ 800,00;Expansion;Vencido;VOBR02;nd;01/09/2020;28/02/2021;6;R$ 8.520,00;Não definido;Não definido;Felipe;;;Mensal
43999VOBR03;Ativo;43999424000114;VOLVO DO BRASIL VEICULOS LTDA;VOLVO VEICULOS;Não;01/06/2020;01/03/2021;R$ 1.600,00;R$ 180,00;Expansion;Vencido;VOBR03;nd;01/03/2021;31/12/2021;10;R$ 16.000,00;Não definido;Não definido;Felipe;;;Mensal
43999VOBR04/1;Ativo;43999424000114;VOLVO DO BRASIL VEICULOS LTDA;VOLVO VEICULOS;Não;01/06/2020;01/01/2022;R$ 377,25;R$ 28,62;Expansion;Vencido;VOBR04/1;nd;01/01/2022;31/12/2022;12;R$ 4.527,00;Não definido;Não definido;Felipe;;;Mensal
43999VOBR04/2;Ativo;43999424000114;VOLVO DO BRASIL VEICULOS LTDA;VOLVO VEICULOS;Não;01/06/2020;01/01/2022;R$ 800,00;R$ 28,62;Expansion;Vencido;VOBR04/2;nd;01/01/2022;31/12/2022;12;R$ 9.600,00;Não definido;Não definido;Felipe;;;Mensal
43999VOBR04/3;Ativo;43999424000114;VOLVO DO BRASIL VEICULOS LTDA;VOLVO VEICULOS;Não;01/06/2020;01/01/2022;R$ 94,31;R$ 28,62;Expansion;Vencido;VOBR04/3;nd;01/01/2022;31/12/2022;12;R$ 1.131,72;Não definido;Não definido;Felipe;;;Mensal
43999VOBR04/4;Ativo;43999424000114;VOLVO DO BRASIL VEICULOS LTDA;VOLVO VEICULOS;Não;01/06/2020;01/01/2022;R$ 282,94;R$ 28,62;Expansion;Vencido;VOBR04/4;nd;01/01/2022;31/12/2022;12;R$ 3.395,28;Não definido;Não definido;Felipe;;;Mensal
43999VOBR04/5;Ativo;43999424000114;VOLVO DO BRASIL VEICULOS LTDA;VOLVO VEICULOS;Não;01/06/2020;01/01/2022;R$ 188,62;R$ 28,62;Expansion;Vencido;VOBR04/5;nd;01/01/2022;31/12/2022;12;R$ 2.263,44;Não definido;Não definido;Felipe;;;Mensal
43999VOBR05/1;Ativo;43999424000114;VOLVO DO BRASIL VEICULOS LTDA;VOLVO VEICULOS;Não;01/06/2020;01/01/2023;R$ 383,57;R$ 6,32;Expansion;Vencido;VOBR05/1;nd;01/01/2023;31/12/2023;12;R$ 4.602,84;Não definido;Não definido;Felipe;;;À vista
43999VOBR05/2;Ativo;43999424000114;VOLVO DO BRASIL VEICULOS LTDA;VOLVO VEICULOS;Não;01/06/2020;01/01/2023;R$ 813,41;R$ 13,41;Expansion;Vencido;VOBR05/2;nd;01/01/2023;31/12/2023;12;R$ 9.760,92;Não definido;Não definido;Felipe;;;À vista
43999VOBR05/3;Ativo;43999424000114;VOLVO DO BRASIL VEICULOS LTDA;VOLVO VEICULOS;Não;01/06/2020;01/01/2023;R$ 95,89;R$ 1,58;Expansion;Vencido;VOBR05/3;nd;01/01/2023;31/12/2023;12;R$ 1.150,68;Não definido;Não definido;Felipe;;;À vista
43999VOBR05/4;Ativo;43999424000114;VOLVO DO BRASIL VEICULOS LTDA;VOLVO VEICULOS;Não;01/06/2020;01/01/2023;R$ 287,68;R$ 4,74;Expansion;Vencido;VOBR05/4;nd;01/01/2023;31/12/2023;12;R$ 3.452,16;Não definido;Não definido;Felipe;;;À vista
43999VOBR05/5;Ativo;43999424000114;VOLVO DO BRASIL VEICULOS LTDA;VOLVO VEICULOS;Não;01/06/2020;01/01/2023;R$ 191,78;R$ 3,16;Expansion;Vencido;VOBR05/5;nd;01/01/2023;31/12/2023;12;R$ 2.301,36;Não definido;Não definido;Felipe;;;À vista
43999VOBR06;Ativo;43999424000114;VOLVO DO BRASIL VEICULOS LTDA;VOLVO VEICULOS;Não;01/06/2020;01/01/2024;R$ 6.000,00;R$ 4.227,67;Expansion;Vencido;VOBR06;nd;01/01/2024;31/12/2024;12;R$ 72.000,00;Não definido;Não definido;Felipe;R$ 6.000,00;;Mensal
43999VOBR07;Ativo;43999424000114;VOLVO DO BRASIL VEICULOS LTDA;VOLVO VEICULOS;Não;01/06/2020;01/01/2025;R$ 6.293,62;R$ 293,62;Expansion;Vencido;VOBR07;nd;01/01/2025;31/12/2025;12;R$ 75.523,44;Não definido;Não definido;Felipe;;;Mensal
43999VOBR08;Ativo;43999424000114;VOLVO DO BRASIL VEICULOS LTDA;VOLVO VEICULOS;Sim;01/06/2020;01/01/2026;R$ 6.611,44;R$ 317,82;Expansion;Vigente;VOBR08;nd;01/01/2026;31/12/2026;12;79.337,28;Não definido;Não definido;Felipe;6.611,44;;Mensal
34070VOTO01;Inativo;3407049000232;VOTORANTIM S.A.;VOTORANTIM;Não;01/02/2019;01/02/2019;R$ 5.102,00;R$ 5.102,00;New Business;Vencido;VOTO01;nd;01/02/2019;31/07/2019;6;R$ 30.612,00;nd;nd;Carlos;;;Mensal
12763BRASXX;Inativo;12763658000134;WAELZHOLZ BRASMETAL LAMINAÇÃO LTDA;BRASMETAL ;Não;01/10/2024;01/02/2026;R$ 0,00;-R$ 1.800,00;Churn;Previsão;BRASXX;-;-;-;-;-;-;-;Carlos;-;-;-
35621WILS01;Inativo;3562124001473;WILSON SONS SERVICOS MARITIMOS LTDA;WILSON SONS ;Não;05/09/2024;05/09/2024;R$ 17.142,86;R$ 17.142,86;New Business;Vencido;WILS01;Contrato;05/09/2024;31/12/2024;4;R$ 0,00;Automática;IPCA;Carlos;R$ 20.000,00;"4 Meses de gratuidade (*Agosto a Dezembro de 2024 em crédito gratuito a contar da assinatura . Período de crédito apenas em 2024). 
Situação real: O contrato foi cancelado após os 4 meses de PAD, então o cliente não pagou nada.
Tratativa contábil: Como não haverá recebimento, vamos manter a receita apenas o mês de setembro porque já havia sido lançado no fechamento do Q3. E lanceremos o desconto condicional deste valor em out/24 para zerar o saldo.";Mensal
36890BOUTXX;Ativo;3689099000330;BRASIL OUTDOOR LTDA;CLEAR CHANNEL;Não;26/06/2020;01/02/2026;R$ 0,00;-R$ 1.307,78;Churn;Previsão;BOUTXX;-;-;-;-;-;-;-;Carlos;-;-;-
83769WISS01;Ativo;8376900000140;WILSON, SONS OFFSHORE S.A;WILSON, SONS OFFSHORE;Sim;08/04/2025;08/04/2025;R$ 1.406,00;R$ 1.406,00;New Business;Vigente;WISS01;Contrato;08/04/2025;07/04/2026;12;R$ 16.872,00;Aditivo;IPCA;Wellignton;??;;Mensal
34075YDUQ01;Ativo;34075739000184;SOCIEDADE DE ENSINO SUPERIOR ESTACIO DE SÁ LTDA;YDUQS;Não;19/01/2024;19/01/2024;R$ 12.800,00;R$ 12.800,00;New Business;Vencido;YDUQ01;Aditivo;19/01/2024;18/01/2025;12;R$ 153.600,00;Automática;IPCA;Carlos;R$ 16.000,00;;À vista
34075YDUQ02;Ativo;34075739000184;SOCIEDADE DE ENSINO SUPERIOR ESTACIO DE SÁ LTDA;YDUQS;Não;19/01/2024;19/01/2025;R$ 15.611,03;R$ 2.811,03;Expansion;Vencido;YDUQ02;Aditivo;19/01/2025;18/01/2026;12;R$ 187.332,38;Automática;IPCA;Carlos;R$ 16.786,06;7% de desconto;À vista
34075YDUQ03;Ativo;34075739000184;SOCIEDADE DE ENSINO SUPERIOR ESTACIO DE SÁ LTDA;YDUQS;Sim;19/01/2024;19/01/2026;;;Expansion;Vigente;YDUQ03;;19/01/2026;18/01/2027;12;;Automática;IPCA;Carlos;R$ 17.571,78;;À vista
26453ZAAZ01;Inativo;26453505000103;ZAAZ PROVEDOR DE INTERNET E TELECOMUNICACOES S.A.;ZAAZ;Não;30/06/2022;30/06/2022;R$ 2.800,00;R$ 2.800,00;New Business;Vencido;ZAAZ01;Contrato;01/07/2022;29/04/2023;10;R$ 28.000,00;Automática;IGPM;Lailana;;;Mensal
81708DESKXX;Ativo;8170849000115;DESKTOP S.A.;DESKTOP;Não;01/05/2023;01/03/2026;R$ 0,00;-R$ 9.954,99;Churn;Previsão;DESKXX;Distrato;-;-;-;-;-;-;Sabrina;-;-;-
